dataset,family,control_mode,n,test_acc_mean,test_acc_std,macro_f1_mean,baseline_test_acc_mean,gain_over_own_baseline,base_alpha_mean,alpha_mean,alpha_std,adjustment_mean,adjustment_max,relation_abs_mean,relation_norm_mean,relation_to_base_norm,relation_state_norm_mean,relation_update_gate_mean,relation_update_gate_std,alpha_corr_local_similarity,alpha_corr_rwse,alpha_corr_control_input_mean,declared_trainable_parameters,active_controller_parameters,backbone_trainable_parameters
Pubmed,iterative_relation_finetune,reliability_only,3,0.7390000224113464,0.010677069186077678,0.7391801596704517,0.7376667062441508,0.001333316167195638,0.8333333333333334,0.8316642840703329,0.0031746032958229384,0.0016690509704252083,0.020865778128306072,0.0005954189303641518,0.013738020012776056,0.02842048058907191,2.1446890036265054,0.4909941256046295,0.09338814516862233,-0.13914544138707208,-0.4498721098423446,-0.5480674234899201,273667.0,157568.0,107523.0
Pubmed,iterative_relation_finetune,shuffled_reliability,3,0.7390000224113464,0.010677069186077678,0.7389560466531033,0.7376667062441508,0.001333316167195638,0.8333333333333334,0.8310587604840597,0.0032305934776862464,0.00227456105252107,0.022566298643747967,0.0005432669228563706,0.010138832032680511,0.03930960098902384,2.0481638511021933,0.49655232826868695,0.09201103200515111,-0.0021895421814664136,-0.29632630513675784,0.5062979546729637,273667.0,157568.0,107523.0
Pubmed,iterative_relation_frozen,combined,3,0.7383333841959635,0.008259680376438521,0.741240903434829,0.7376667062441508,0.0006666779518127441,0.8333333333333334,0.8334506948788961,0.000774206438412269,0.0007189512252807617,0.0023718674977620444,0.0001682317815721035,0.0021419793677826724,0.002588816142330567,1.9420724312464397,0.5036531289418539,0.09100940575202306,-0.268768033653754,-0.1773314451643281,0.1308944183962905,166144.0,166144.0,0.0
Pubmed,iterative_relation_frozen,combined_constant,3,0.7380000352859497,0.008524493009076045,0.7407450532474721,0.7376667062441508,0.0003333290417989095,0.8333333333333334,0.8339142600695292,0.0038609569892287254,0.0036579215278228125,0.007881700992584229,0.000821178158124288,0.010109170650442442,0.013005408147970835,2.5290753841400146,0.5070544083913168,0.09955822428067525,-0.06021386820051065,-0.1883547766486854,nan,166144.0,166144.0,0.0
Pubmed,iterative_relation_frozen,combined_shuffled,3,0.7343333760897318,0.011953630796563305,0.7384511907680177,0.7376667062441508,-0.0033333301544189453,0.8333333333333334,0.8362005352973938,0.03261008175710837,0.031498637050390244,0.04077506065368652,0.008459533331915736,0.0920030524333318,0.08901192868749301,4.269742250442505,0.5041460394859314,0.21156891187032065,-0.03187089295111584,-0.10243122235520515,-0.3542008736399755,166144.0,166144.0,0.0
Pubmed,iterative_relation_frozen,constant_reliability,3,0.7380000352859497,0.008524493009076045,0.7404726855981995,0.7376667062441508,0.0003333290417989095,0.8333333333333334,0.8341753482818604,0.0073437100897232694,0.007028229534626007,0.014649113019307455,0.0017022200239201386,0.020459191252787907,0.022383272647857666,2.3879788716634116,0.5096179246902466,0.0871715893348058,-0.11030387394906573,-0.3191887970918153,nan,166144.0,157568.0,0.0
Pubmed,iterative_relation_frozen,feature_only,3,0.7350000341733297,0.010984852157821221,0.7393273138075829,0.7376667062441508,-0.0026666720708211264,0.8333333333333334,0.8380043109258016,0.031912824449439846,0.030918665695935488,0.04113743702570597,0.00868550738474975,0.09439642789463203,0.08470809025069077,3.903826673825582,0.479939063390096,0.19861076275507608,-0.042734363551240565,-0.1933200826036867,nan,166144.0,156544.0,0.0
Pubmed,iterative_relation_frozen,fixed,3,0.7376667062441508,0.008806578424014196,0.740625082226724,0.7376667062441508,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0
Pubmed,iterative_relation_frozen,reliability_only,3,0.7380000352859497,0.008524493009076045,0.7407664513013711,0.7376667062441508,0.0003333290417989095,0.8333333333333334,0.8334082961082458,0.0005989193838710586,0.0005414693150669336,0.0024847189585367837,0.00014248385559767485,0.0017933871907492478,0.001847619190812111,1.4893172979354858,0.500291774670283,0.06882223735253017,0.07365835537866458,-0.6259870929559475,-0.3613604680164568,166144.0,157568.0,0.0
Pubmed,iterative_relation_frozen,shuffled_reliability,3,0.7380000352859497,0.008524493009076045,0.7410085116164187,0.7376667062441508,0.0003333290417989095,0.8333333333333334,0.8335963288942972,0.0024985411825279393,0.002296320473154386,0.008322755495707193,0.0005998172564432025,0.007396026824911435,0.007485220208764076,1.8187672297159831,0.5011297067006429,0.07346561799446742,-0.024461561965603788,-0.08765721574979791,-0.710753428994331,166144.0,157568.0,0.0
Roman-empire,iterative_relation_finetune,combined,3,0.8454523881276449,0.006156716325448258,0.8022613321676519,0.8166254758834839,0.02882691224416097,0.75,0.7839031020800272,0.04797936603426933,0.05089067295193672,0.09943566719690959,0.056899109234412514,0.6627269784609476,0.5841430425643921,7.328443845113118,0.5180642306804657,0.44517332315444946,0.2961694898438736,-0.23209990926360682,-0.1828309577874695,261842.0,166144.0,95698.0
Roman-empire,iterative_relation_finetune,combined_constant,3,0.8253323634465536,0.007648850647706135,0.7762241338689752,0.8166254758834839,0.008706887563069662,0.75,0.7829234600067139,0.03551038602987925,0.04400993759433428,0.06653996308644612,0.047458112239837646,0.5343114336331686,0.4202820460001628,6.433925231297811,0.4932134846846263,0.3668271601200104,-0.14583911115957493,-0.02889064310231544,nan,261842.0,166144.0,95698.0
Roman-empire,iterative_relation_finetune,combined_shuffled,3,0.8248029152552286,0.006483639662164472,0.7753936286310004,0.8166254758834839,0.008177439371744791,0.75,0.7822434902191162,0.03379130611817042,0.04196355616052946,0.06650479634602864,0.04407000417510668,0.49226492643356323,0.3922411600748698,6.254522482554118,0.4864162007967631,0.3731185893217723,-0.07401354665922724,-0.03071176565954148,-0.3745407476197841,261842.0,166144.0,95698.0
Roman-empire,iterative_relation_finetune,constant_reliability,3,0.823508640130361,0.00647188530613059,0.7732624797149938,0.8166254758834839,0.006883164246877034,0.75,0.781977633635203,0.03364398827155431,0.041726804027954735,0.0660129189491272,0.046952031552791595,0.5256988008817037,0.39170312881469727,5.970592260360718,0.5039322872956594,0.35535305241743725,-0.1748736806006851,-0.015985185557263158,nan,261842.0,157568.0,95698.0
Roman-empire,iterative_relation_finetune,feature_only,3,0.8253912130991617,0.007217219949919359,0.775844318734058,0.8166254758834839,0.008765737215677897,0.75,0.7818709413210551,0.03324626758694649,0.0408846822877725,0.06622588634490967,0.04203023388981819,0.4713637630144755,0.38547144333521527,5.934742450714111,0.4917653203010559,0.36025359729925793,-0.08208152655304132,0.023406338988911243,nan,261842.0,156544.0,95698.0
Roman-empire,iterative_relation_finetune,fixed,3,0.8247440854708353,0.0063209233412385765,0.7751642529638799,0.8166254758834839,0.00811860958735148,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,95698.0,0.0,95698.0
Roman-empire,iterative_relation_finetune,reliability_only,3,0.8459818561871847,0.005664865457194069,0.8040086761958509,0.8166254758834839,0.029356380303700764,0.75,0.7809550563494364,0.04842797666788101,0.049737111975749336,0.09960228204727173,0.056918494403362274,0.6569847067197164,0.583944837252299,7.008962313334147,0.5189869701862335,0.44029255708058673,0.3631277456649574,-0.12388070176059347,-0.014207810406711818,261842.0,157568.0,95698.0
Roman-empire,iterative_relation_finetune,shuffled_reliability,3,0.8230968117713928,0.005548168326506141,0.7732955220486776,0.8166254758834839,0.0064713358879089355,0.75,0.7812847892443339,0.03218753635883331,0.03989917536576589,0.0663343866666158,0.04481747249762217,0.5072956283887228,0.36057459314664203,5.863169352213542,0.5019948979218801,0.36125995715459186,-0.07630669903286172,-0.006968318810229943,-0.47675137633955905,261842.0,157568.0,95698.0
Roman-empire,iterative_relation_frozen,combined,3,0.8333332935969034,0.005438550470839101,0.7853075745904694,0.8166254758834839,0.016707817713419598,0.75,0.7634508808453878,0.06540509561697642,0.05915735910336176,0.0999714732170105,0.09187718480825424,1.1001766125361125,0.6915196975072225,6.5829548835754395,0.4823050300280253,0.4302794337272644,-0.04333008488200122,0.045982777967993285,0.1358596286165475,166144.0,166144.0,0.0
Roman-empire,iterative_relation_frozen,combined_constant,3,0.8195081551869711,0.007461954050834702,0.7681884416283229,0.8166254758834839,0.002882679303487142,0.75,0.7703603506088257,0.03876141163830956,0.03825973983233174,0.07096171379089355,0.054101902370651565,0.6446117609739304,0.3776445786158244,4.8988566398620605,0.4239033857981364,0.3094773242870967,0.08119056770716264,0.07467357122141534,nan,166144.0,166144.0,0.0
Roman-empire,iterative_relation_frozen,combined_shuffled,3,0.8208612600962321,0.00626979332487758,0.7704993963540616,0.8166254758834839,0.00423578421274821,0.75,0.7757091720898946,0.05061777432759603,0.048774417489767075,0.09903687238693237,0.07014337182044983,0.8267338871955872,0.4950437843799591,5.621949036916097,0.44740399718284607,0.360114852587382,0.09191669795946966,0.10671051439654868,-0.12969259875042655,166144.0,166144.0,0.0
Roman-empire,iterative_relation_frozen,constant_reliability,3,0.8249205549558004,0.00744198356963534,0.7757990935068158,0.8166254758834839,0.008295079072316488,0.75,0.7759193181991577,0.0652294009923935,0.06143786137302717,0.09989595413208008,0.08042228470245998,0.9360764622688293,0.495385338862737,5.317657470703125,0.4241940875848134,0.3466619849205017,0.1317149470051679,0.07341061557349463,nan,166144.0,157568.0,0.0
Roman-empire,iterative_relation_frozen,feature_only,3,0.8188021977742513,0.007535340691636947,0.7675864811422389,0.8166254758834839,0.0021767218907674155,0.75,0.7685686548550924,0.038158392844100796,0.036851105745881796,0.07080801328023274,0.054366096233328186,0.6543567180633545,0.376738245288531,4.55456558863322,0.416880597670873,0.3010314255952835,0.07110923763628232,0.08743340267662894,nan,166144.0,156544.0,0.0
Roman-empire,iterative_relation_frozen,fixed,3,0.8166254758834839,0.004186481196006125,0.7636763328424929,0.8166254758834839,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0
Roman-empire,iterative_relation_frozen,reliability_only,3,0.8363336722056071,0.005058733260108893,0.7883212554514093,0.8166254758834839,0.01970819632212321,0.75,0.7664448022842407,0.0658600702881813,0.060246544579664864,0.09998422861099243,0.0870269164443016,1.0388059417406719,0.7068991462389628,6.730891863505046,0.4889401892820994,0.4437018036842346,-0.1517735475846762,-0.024868592407163874,0.061253825731367506,166144.0,157568.0,0.0
Roman-empire,iterative_relation_frozen,shuffled_reliability,3,0.821037749449412,0.008045382025193722,0.7713539407968809,0.8166254758834839,0.0044122735659281416,0.75,0.7752512494723002,0.05351794014374415,0.05074323465426763,0.09939555327097575,0.07234941671291988,0.8339624802271525,0.496676504611969,5.507295449574788,0.4479242463906606,0.36391520500183105,0.08389945245726231,0.09715594282364823,-0.16349124357541245,166144.0,157568.0,0.0
